txn_id,account_id,counterparty_id,amount,timestamp,merchant_category,device_id,ip_region,account_open_date
TX-01038,AC-1084,MR-0128,89.47,2026-03-23 20:13:45,retail,DV-64920,TX,2024-09-15
TX-01039,AC-1022,MR-0028,28.08,2026-01-29 20:33:48,travel,DV-54267,OR,2023-03-02
TX-01040,AC-1186,MR-0148,60.21,2026-01-13 06:09:50,retail,DV-35656,WA,2024-07-26
TX-01041,AC-1119,MR-0080,2.67,2026-01-25 10:59:49,travel,DV-83439,NV,2024-11-28
TX-01042,AC-1252,MR-0219,43.14,2026-01-29 14:40:53,fuel,DV-24346,AZ,2023-04-04
TX-01043,AC-0502,AC-0505,4833.91,2026-03-30 22:44:45,services,DV-29954,AZ,2025-12-27
TX-01044,AC-1019,MR-0173,42.36,2026-01-20 12:16:03,retail,DV-39733,CO,2023-04-03
TX-01045,AC-1114,MR-0074,84.44,2026-01-15 14:17:03,retail,DV-77941,TX,2023-03-04
TX-01046,AC-1212,MR-0037,56.34,2026-02-26 16:21:36,services,DV-45447,CO,2024-09-20
TX-01047,AC-1006,MR-0004,126.14,2026-01-23 09:32:32,electronics,DV-13661,CO,2024-07-02
TX-01048,AC-1097,MR-0073,28.33,2026-01-23 09:18:43,retail,DV-78617,TX,2024-07-25
TX-01049,AC-1263,MR-0058,115.35,2026-01-22 11:15:04,services,DV-48005,AZ,2023-12-04
TX-01050,AC-1115,MR-0080,108.86,2026-02-01 12:10:52,services,DV-79563,NV,2024-12-19
TX-01051,AC-1120,MR-0136,9.22,2026-02-27 17:33:25,grocery,DV-17447,NV,2024-04-01
TX-01052,AC-1260,MR-0237,98.52,2026-01-20 15:49:41,grocery,DV-49977,OR,2024-06-29
TX-01053,AC-1086,MR-0175,81.68,2026-03-29 18:21:15,dining,DV-17982,TX,2023-05-01
TX-01054,AC-1065,MR-0043,4856.0,2026-01-28 12:07:12,fuel,DV-12804,OR,2024-03-13
TX-01055,AC-1005,MR-0125,60.37,2026-03-04 19:51:43,fuel,DV-13798,NV,2023-03-16
TX-01056,AC-1017,MR-0140,76.74,2026-03-01 17:58:42,retail,DV-38896,NV,2023-03-13
TX-01057,AC-1117,MR-0099,71.5,2026-02-28 15:56:00,travel,DV-73240,NV,2024-10-24
TX-01058,AC-1153,MR-0128,21.13,2026-01-22 15:06:22,retail,DV-61427,TX,2024-11-30
TX-01059,AC-1176,MR-0146,117.71,2026-02-27 11:30:56,fuel,DV-73866,AZ,2023-11-23
TX-01060,AC-1010,MR-0177,103.33,2026-01-20 15:34:52,travel,DV-35381,AZ,2023-03-01
TX-01061,AC-1242,MR-0008,41.34,2026-02-13 11:02:18,dining,DV-11513,CO,2023-07-30
TX-01062,AC-1261,MR-0166,34.33,2026-01-25 20:43:31,travel,DV-79610,NV,2024-07-08
TX-01063,AC-1161,MR-0167,150.36,2026-03-12 09:59:26,fuel,DV-37877,CO,2024-11-05
TX-01064,AC-1029,MR-0102,28.41,2026-01-13 08:34:07,electronics,DV-95587,NV,2023-03-05
TX-01065,AC-1142,MR-0074,120.52,2026-03-18 11:25:08,fuel,DV-72657,AZ,2024-04-04
TX-01066,AC-1038,MR-0099,69.39,2026-03-18 10:19:13,services,DV-33399,NV,2023-10-24
TX-01067,AC-1156,MR-0138,26.9,2026-01-29 08:58:31,electronics,DV-19508,NV,2023-06-04
TX-01068,AC-1032,MR-0105,45.24,2026-03-24 14:02:33,electronics,DV-21112,AZ,2024-02-11
TX-01069,AC-1199,MR-0132,109.3,2026-02-28 16:55:10,retail,DV-77821,TX,2024-03-27
TX-01070,AC-1225,MR-0214,8.79,2026-02-07 07:59:50,fuel,DV-46577,AZ,2023-05-06
TX-01071,AC-1168,MR-0010,127.34,2026-03-14 17:36:03,retail,DV-57996,OR,2023-10-16
TX-01072,AC-1012,MR-0138,3.09,2026-02-10 13:26:22,fuel,DV-55125,AZ,2023-08-08
TX-01073,AC-1214,MR-0025,53.72,2026-03-03 14:23:32,fuel,DV-65345,AZ,2023-03-14
TX-01074,AC-1244,MR-0227,58.29,2026-02-20 14:37:28,electronics,DV-82491,DE,2024-01-06
TX-01075,AC-1105,MR-0056,60.02,2026-03-22 17:36:10,services,DV-32589,OR,2024-08-16
TX-01076,AC-1020,MR-0218,167.38,2026-04-02 09:16:05,electronics,DV-71614,AZ,2024-07-18
TX-01077,AC-1009,MR-0087,108.68,2026-02-13 13:05:34,grocery,DV-43970,CO,2024-08-19
TX-01078,AC-1052,MR-0184,199.59,2026-02-05 14:44:33,fuel,DV-87438,NV,2023-07-12
TX-01079,AC-1035,MR-0053,70.0,2026-02-25 14:36:24,services,DV-60926,WA,2023-02-17
TX-01080,AC-1131,MR-0182,2.54,2026-02-17 16:23:40,dining,DV-68097,NV,2024-05-20
TX-01081,AC-1153,MR-0072,104.79,2026-03-06 10:12:31,retail,DV-61427,TX,2024-11-30
TX-01082,AC-1217,MR-0089,25.05,2026-02-28 08:28:33,fuel,DV-63208,TX,2024-01-21
TX-01083,AC-1159,MR-0011,21.18,2026-02-25 17:07:00,electronics,DV-66143,DE,2023-06-04
TX-01084,AC-1231,MR-0143,22.84,2026-01-29 13:34:34,dining,DV-12206,WA,2023-11-16
TX-01085,AC-1163,MR-0086,72.58,2026-03-01 09:57:38,dining,DV-49685,NV,2023-01-13
TX-01086,AC-1111,MR-0047,104.27,2026-03-01 16:37:26,electronics,DV-18094,CO,2024-12-14
TX-01087,AC-1156,MR-0184,60.61,2026-01-30 11:53:10,fuel,DV-19508,NV,2023-06-04
TX-01088,AC-1264,MR-0062,6.33,2026-04-02 15:13:05,retail,DV-68417,OR,2024-10-13
TX-01089,AC-1096,MR-0229,91.62,2026-02-22 19:36:20,dining,DV-29901,WA,2023-03-21
TX-01090,AC-1045,MR-0015,43.76,2026-03-07 20:58:59,services,DV-62610,NV,2024-07-27
TX-01091,AC-0500,AC-0503,4644.41,2026-02-28 23:09:26,services,DV-28351,CO,2025-12-28
TX-01092,AC-1112,MR-0012,36.11,2026-03-29 19:06:11,services,DV-52727,NV,2024-11-11
TX-01093,AC-1090,MR-0036,5.13,2026-01-21 18:33:42,travel,DV-86460,TX,2023-12-17
TX-01094,AC-1106,MR-0019,78.34,2026-02-12 13:05:16,dining,DV-28554,NV,2024-04-12
TX-01095,AC-1024,MR-0082,61.21,2026-03-13 12:06:35,dining,DV-73262,WA,2023-05-07
TX-01096,AC-1143,MR-0099,19.3,2026-02-06 07:27:13,retail,DV-76552,CO,2024-02-16
TX-01097,AC-1174,MR-0117,234.92,2026-03-28 17:49:30,services,DV-22337,NV,2024-09-16
TX-01098,AC-1076,MR-0107,100.53,2026-01-15 11:24:34,services,DV-37889,AZ,2023-03-25
TX-01099,AC-1026,MR-0167,38.85,2026-03-24 12:12:31,services,DV-89988,OR,2024-10-07
TX-01100,AC-1017,MR-0197,42.08,2026-03-13 10:09:13,grocery,DV-38896,NV,2023-03-13
TX-01101,AC-1234,MR-0074,63.58,2026-02-27 10:38:47,electronics,DV-44151,CO,2023-04-15
TX-01102,AC-1011,MR-0172,11.25,2026-02-25 10:54:23,services,DV-89316,WA,2024-06-03
TX-01103,AC-1026,MR-0058,116.02,2026-01-19 14:24:29,travel,DV-89988,OR,2024-10-07
TX-01104,AC-1143,MR-0158,91.48,2026-02-11 13:39:09,grocery,DV-76552,CO,2024-02-16
TX-01105,AC-1031,MR-0199,119.79,2026-02-16 20:11:42,dining,DV-94296,WA,2024-08-22
TX-01106,AC-1251,MR-0049,34.87,2026-02-01 13:15:58,services,DV-41252,AZ,2024-10-20
TX-01107,AC-1056,MR-0030,95.69,2026-02-06 10:40:39,travel,DV-90160,WA,2024-12-30
TX-01108,AC-1037,MR-0009,115.24,2026-01-31 13:34:27,grocery,DV-72656,JP,2023-05-17
TX-01109,AC-1184,MR-0194,38.07,2026-01-07 12:39:51,travel,DV-54448,NV,2024-04-12
TX-01110,AC-1033,MR-0102,60.46,2026-01-09 14:00:14,fuel,DV-96584,OR,2023-02-20
TX-01111,AC-1109,MR-0016,11117.73,2026-03-24 16:56:26,electronics,DV-25772,OR,2023-10-04
TX-01112,AC-1040,MR-0036,23.82,2026-01-05 15:19:03,grocery,DV-93341,OR,2023-05-28
TX-01113,AC-1072,MR-0135,89.33,2026-02-21 07:34:42,retail,DV-35533,TX,2023-09-12
TX-01114,AC-1205,MR-0165,113.18,2026-03-13 20:22:35,grocery,DV-39957,TX,2023-04-15
TX-01115,AC-1116,MR-0155,2.1,2026-02-28 07:27:44,travel,DV-82802,CO,2023-11-14
TX-01116,AC-1031,MR-0165,68.72,2026-01-28 13:59:45,electronics,DV-94296,WA,2024-08-22
TX-01117,AC-1110,MR-0007,30.3,2026-01-08 16:22:05,dining,DV-82938,NV,2024-04-30
TX-01118,AC-1182,MR-0103,85.88,2026-03-09 17:59:19,fuel,DV-77581,TX,2024-11-23
TX-01119,AC-1167,MR-0116,104.72,2026-01-23 17:34:00,grocery,DV-96541,TX,2023-09-27
TX-01120,AC-1061,MR-0216,31.74,2026-03-28 14:11:59,electronics,DV-30435,OR,2023-07-30
TX-01121,AC-1254,MR-0145,68.14,2026-02-17 12:18:41,retail,DV-44327,WA,2023-09-25
TX-01122,AC-1052,MR-0004,148.15,2026-01-10 12:23:21,retail,DV-87438,NV,2023-07-12
TX-01123,AC-1116,MR-0012,144.94,2026-04-02 13:51:09,retail,DV-82802,CO,2023-11-14
TX-01124,AC-1014,MR-0222,65.69,2026-03-20 12:06:04,services,DV-55812,NV,2023-03-30
TX-01125,AC-1095,MR-0168,69.05,2026-02-07 15:33:39,dining,DV-79707,NV,2024-11-15
TX-01126,AC-1128,MR-0035,107.1,2026-03-09 11:47:58,fuel,DV-83626,CO,2023-06-22
TX-01127,AC-1228,MR-0166,123.36,2026-01-15 15:00:44,travel,DV-65747,AZ,2024-04-22
TX-01128,AC-1118,MR-0141,3.69,2026-01-25 14:42:53,services,DV-23907,AZ,2024-08-14
TX-01129,AC-1189,MR-0037,159.12,2026-04-04 19:39:05,electronics,DV-22084,WA,2024-02-13
TX-01130,AC-1117,MR-0023,72.01,2026-01-08 11:27:56,fuel,DV-73240,NV,2024-10-24
TX-01131,AC-1259,MR-0170,38.13,2026-01-31 13:51:07,fuel,DV-92401,AZ,2023-08-17
TX-01132,AC-1168,MR-0170,95.04,2026-01-11 09:17:50,electronics,DV-57996,OR,2023-10-16
TX-01133,AC-1164,MR-0191,2.38,2026-01-19 16:08:44,electronics,DV-26036,NV,2024-05-11
TX-01134,AC-1187,MR-0234,87.83,2026-01-24 13:04:09,travel,DV-56742,TX,2024-02-06
TX-01135,AC-0505,AC-0503,4540.89,2026-03-13 23:29:54,services,DV-21129,TX,2025-12-21
TX-01136,AC-1190,MR-0074,40.28,2026-02-25 14:32:24,retail,DV-57966,OR,2024-02-08
TX-01137,AC-1179,MR-0221,20.76,2026-03-06 14:14:54,dining,DV-39322,AZ,2024-06-11
TX-01138,AC-1250,MR-0052,94.33,2026-03-12 18:54:52,services,DV-79063,AZ,2023-11-02
TX-01139,AC-1154,MR-0036,159.05,2026-03-11 18:16:56,dining,DV-67949,AZ,2024-01-25
TX-01140,AC-1095,MR-0232,18.88,2026-01-06 07:11:35,travel,DV-79707,NV,2024-11-15
TX-01141,AC-1053,MR-0110,61.79,2026-03-14 15:22:38,fuel,DV-70994,OR,2024-01-17
TX-01142,AC-1188,MR-0124,123.24,2026-02-19 17:39:00,services,DV-51749,CO,2024-02-12
TX-01143,AC-1045,MR-0051,104.26,2026-02-05 16:18:30,dining,DV-62610,NV,2024-07-27
TX-01144,AC-1016,MR-0197,76.11,2026-01-05 12:32:25,fuel,DV-20556,AZ,2024-03-04
TX-01145,AC-0500,AC-0503,4561.12,2026-01-19 23:31:50,services,DV-28351,CO,2025-12-28
TX-01146,AC-1062,MR-0200,99.05,2026-02-10 11:16:07,retail,DV-81913,OR,2024-05-23
TX-01147,AC-1080,MR-0222,12.91,2026-04-02 13:22:30,services,DV-86865,WA,2024-05-21
TX-01148,AC-1050,MR-0032,103.64,2026-02-02 07:20:01,grocery,DV-13610,CO,2024-08-07
TX-01149,AC-1164,MR-0114,164.34,2026-03-15 16:33:28,dining,DV-26036,NV,2024-05-11
TX-01150,AC-1159,MR-0233,119.61,2026-02-08 15:44:58,electronics,DV-66143,TX,2023-06-04
TX-01151,AC-1153,MR-0001,71.83,2026-01-25 15:03:14,electronics,DV-61427,TX,2024-11-30
TX-01152,AC-0505,AC-0503,4860.66,2026-01-27 22:26:05,services,DV-21129,TX,2025-12-21
TX-01153,AC-1049,MR-0215,58.72,2026-03-12 12:23:55,electronics,DV-26651,OR,2024-08-18
TX-01154,AC-1177,MR-0073,48.42,2026-01-17 15:54:40,retail,DV-31337,AZ,2023-05-09
TX-01155,AC-1193,MR-0124,88.98,2026-03-31 11:33:08,dining,DV-82620,NV,2024-10-11
TX-01156,AC-1030,MR-0193,41.74,2026-03-11 11:30:55,fuel,DV-55089,NV,2024-08-13
TX-01157,AC-1048,MR-0024,129.72,2026-02-02 14:35:12,electronics,DV-32282,NV,2023-04-16
TX-01158,AC-1202,MR-0079,62.13,2026-02-21 11:23:17,electronics,DV-77143,AZ,2023-12-15
TX-01159,AC-1232,MR-0049,50.79,2026-02-01 16:48:43,services,DV-93157,WA,2023-03-29
TX-01160,AC-1195,MR-0043,156.54,2026-01-27 13:32:26,electronics,DV-67731,OR,2023-03-05
TX-01161,AC-1151,MR-0079,80.94,2026-02-28 17:35:22,electronics,DV-64609,AZ,2024-03-01
TX-01162,AC-1221,MR-0049,144.26,2026-01-24 14:48:40,dining,DV-84789,TX,2023-12-22
TX-01163,AC-1231,MR-0121,126.4,2026-01-30 17:21:02,fuel,DV-12206,WA,2023-11-16
TX-01164,AC-1151,MR-0093,39.87,2026-02-24 19:51:14,services,DV-64609,AZ,2024-03-01
TX-01165,AC-1162,MR-0108,75.22,2026-01-19 07:48:56,services,DV-97749,TX,2023-08-27
TX-01166,AC-1244,MR-0215,109.81,2026-03-28 12:00:45,electronics,DV-82491,SG,2024-01-06
TX-01167,AC-1112,MR-0168,77.95,2026-02-22 13:56:08,grocery,DV-52727,NV,2024-11-11
TX-01168,AC-1130,MR-0050,24.42,2026-03-10 18:47:56,grocery,DV-18305,NV,2023-04-30
TX-01169,AC-1154,MR-0106,20.75,2026-01-08 15:52:30,fuel,DV-67949,AZ,2024-01-25
TX-01170,AC-1233,MR-0111,64.97,2026-03-26 19:22:21,fuel,DV-21608,TX,2023-05-28
TX-01171,AC-1136,MR-0121,106.97,2026-02-07 17:27:44,dining,DV-77130,TX,2023-09-11
TX-01172,AC-1128,MR-0056,83.81,2026-02-24 12:49:30,grocery,DV-83626,CO,2023-06-22
TX-01173,AC-1193,MR-0069,105.28,2026-01-10 18:55:24,retail,DV-82620,NV,2024-10-11
TX-01174,AC-1107,MR-0009,176.78,2026-02-09 12:51:18,travel,DV-72061,AZ,2023-03-12
TX-01175,AC-1122,MR-0184,17.66,2026-01-18 09:07:43,fuel,DV-35074,WA,2024-01-31
TX-01176,AC-1121,MR-0185,103.46,2026-02-11 12:39:24,fuel,DV-42570,CO,2023-10-19
TX-01177,AC-1207,MR-0003,56.96,2026-01-11 14:12:47,services,DV-21018,WA,2024-08-03
TX-01178,AC-1175,MR-0172,24.84,2026-03-22 06:29:03,services,DV-62200,AZ,2024-08-02
TX-01179,AC-1155,MR-0157,198.6,2026-02-20 13:10:04,services,DV-51416,TX,2023-08-25
TX-01180,AC-1184,MR-0226,18.44,2026-03-09 13:47:49,travel,DV-54448,NV,2024-04-12
TX-01181,AC-1117,MR-0023,22.43,2026-02-07 18:01:31,retail,DV-73240,NV,2024-10-24
TX-01182,AC-1008,MR-0229,157.82,2026-03-17 12:48:56,electronics,DV-71897,WA,2024-01-10
TX-01183,AC-1096,MR-0029,5.8,2026-03-26 17:50:02,services,DV-29901,WA,2023-03-21
TX-01184,AC-1200,MR-0143,52.68,2026-01-21 17:14:15,grocery,DV-91779,AZ,2023-06-16
TX-01185,AC-1010,MR-0159,44.11,2026-02-24 21:58:35,fuel,DV-35381,AZ,2023-03-01
TX-01186,AC-1235,MR-0163,62.14,2026-02-22 14:48:21,electronics,DV-20976,TX,2023-12-17
TX-01187,AC-1070,MR-0064,143.13,2026-01-12 10:37:29,dining,DV-28251,OR,2024-01-06
TX-01188,AC-1028,MR-0160,76.31,2026-02-09 23:02:20,fuel,DV-72845,NV,2024-08-19
TX-01189,AC-1236,MR-0096,53.31,2026-03-18 16:22:26,dining,DV-89715,WA,2023-09-29
TX-01190,AC-1147,MR-0217,31.13,2026-01-18 14:31:24,grocery,DV-83336,NV,2024-03-16
TX-01191,AC-1020,MR-0043,13476.11,2026-03-19 13:36:02,electronics,DV-71614,AZ,2024-07-18
TX-01192,AC-1128,MR-0030,136.4,2026-02-08 12:33:48,retail,DV-83626,CO,2023-06-22
TX-01193,AC-1134,MR-0183,152.68,2026-03-12 15:50:31,electronics,DV-76263,TX,2023-10-22
TX-01194,AC-1219,MR-0077,92.94,2026-03-27 14:27:39,travel,DV-80333,WA,2024-10-11
TX-01195,AC-1180,MR-0147,82.21,2026-03-07 12:07:44,dining,DV-31163,NV,2024-09-24
TX-01196,AC-0506,MR-0136,12.8,2026-04-03 11:00:16,travel,DV-49309,NV,2025-12-13
TX-01197,AC-1259,MR-0226,166.61,2026-03-30 15:11:35,electronics,DV-92401,AZ,2023-08-17
TX-01198,AC-1241,MR-0053,85.85,2026-03-07 14:43:06,retail,DV-69477,WA,2023-01-24
TX-01199,AC-1213,MR-0228,15.3,2026-03-23 15:47:16,travel,DV-26981,OR,2023-01-27
TX-01200,AC-1000,MR-0070,95.53,2026-02-23 16:54:01,travel,DV-39719,TX,2023-11-28
TX-01201,AC-1151,MR-0164,150.02,2026-01-09 16:44:35,dining,DV-64609,AZ,2024-03-01
TX-01202,AC-0502,AC-0505,4245.64,2026-02-10 22:53:41,services,DV-29954,AZ,2025-12-27
TX-01203,AC-1230,MR-0014,23.4,2026-03-25 19:19:39,retail,DV-45248,AZ,2024-05-10
TX-01204,AC-1164,MR-0190,186.4,2026-03-09 16:11:58,grocery,DV-26036,NV,2024-05-11
TX-01205,AC-1245,MR-0228,39.63,2026-02-19 17:53:20,travel,DV-64756,OR,2023-05-31
TX-01206,AC-1046,MR-0194,36.76,2026-03-04 13:43:27,dining,DV-21130,AZ,2024-11-29
TX-01207,AC-1113,MR-0013,42.83,2026-02-14 07:37:14,services,DV-99434,WA,2023-03-08
TX-01208,AC-1063,MR-0009,72.32,2026-02-03 17:27:25,fuel,DV-81864,OR,2024-11-27
TX-01209,AC-1207,MR-0203,39.72,2026-02-27 21:09:32,grocery,DV-21018,WA,2024-08-03
TX-01210,AC-1079,MR-0053,72.54,2026-03-02 15:25:10,fuel,DV-41527,NV,2024-06-21
TX-01211,AC-1035,MR-0208,83.77,2026-03-15 11:14:49,retail,DV-60926,WA,2023-02-17
TX-01212,AC-1225,MR-0060,98.52,2026-02-10 15:24:28,electronics,DV-46577,AZ,2023-05-06
TX-01213,AC-1040,MR-0111,170.62,2026-03-02 15:14:00,electronics,DV-93341,OR,2023-05-28
TX-01214,AC-1169,MR-0074,38.41,2026-01-13 09:13:20,services,DV-28740,WA,2023-01-05
TX-01215,AC-1010,MR-0141,75.15,2026-03-07 15:47:09,fuel,DV-35381,AZ,2023-03-01
TX-01216,AC-1195,MR-0019,59.15,2026-04-01 11:55:08,dining,DV-67731,OR,2023-03-05
TX-01217,AC-1165,MR-0121,78.54,2026-03-23 15:52:02,fuel,DV-30243,AZ,2024-08-26
TX-01218,AC-1052,MR-0022,46.49,2026-01-06 11:27:15,services,DV-87438,SG,2023-07-12
TX-01219,AC-1126,MR-0111,2220.1,2026-03-01 11:59:13,fuel,DV-76547,TX,2024-04-17
TX-01220,AC-1128,MR-0168,72.83,2026-03-21 16:25:21,electronics,DV-83626,CO,2023-06-22
TX-01221,AC-1033,MR-0215,38.66,2026-03-11 13:54:13,retail,DV-96584,OR,2023-02-20
TX-01222,AC-1065,MR-0050,139.81,2026-03-30 20:53:32,fuel,DV-12804,OR,2024-03-13
TX-01223,AC-1114,MR-0163,65.74,2026-04-03 08:12:41,grocery,DV-77941,TX,2023-03-04
TX-01224,AC-1030,MR-0031,182.35,2026-03-06 15:21:43,fuel,DV-55089,NV,2024-08-13
TX-01225,AC-1154,MR-0112,41.03,2026-02-05 13:51:09,grocery,DV-67949,AZ,2024-01-25
TX-01226,AC-1131,MR-0155,71.53,2026-03-28 13:27:50,fuel,DV-68097,NV,2024-05-20
TX-01227,AC-1027,MR-0209,101.86,2026-04-01 17:13:38,travel,DV-10250,WA,2024-10-04
TX-01228,AC-1095,MR-0215,17.67,2026-01-26 13:30:18,retail,DV-79707,NV,2024-11-15
TX-01229,AC-1065,MR-0074,21.01,2026-03-30 20:57:20,fuel,DV-12804,OR,2024-03-13
TX-01230,AC-1209,MR-0148,10.9,2026-02-07 19:48:26,electronics,DV-45641,AZ,2024-07-03
TX-01231,AC-1124,MR-0043,97.02,2026-03-27 21:27:53,fuel,DV-15531,CO,2023-12-22
TX-01232,AC-1180,MR-0164,142.47,2026-02-23 07:02:27,grocery,DV-31163,NV,2024-09-24
TX-01233,AC-1188,MR-0115,13833.65,2026-02-19 13:15:53,fuel,DV-51749,CO,2024-02-12
TX-01234,AC-1216,MR-0056,136.99,2026-03-29 16:03:57,retail,DV-43896,AZ,2024-09-20
TX-01235,AC-1048,MR-0073,44.68,2026-02-12 16:15:11,grocery,DV-32282,NV,2023-04-16
TX-01236,AC-1056,MR-0075,44.44,2026-01-26 13:14:00,travel,DV-90160,WA,2024-12-30
TX-01237,AC-1143,MR-0050,78.76,2026-01-31 13:14:42,services,DV-76552,CO,2024-02-16
TX-01238,AC-1123,MR-0040,177.05,2026-01-18 10:57:30,retail,DV-46296,CO,2024-11-15
TX-01239,AC-1025,MR-0127,147.59,2026-02-25 18:45:40,dining,DV-91797,WA,2023-08-17
TX-01240,AC-1233,MR-0196,21.23,2026-02-08 07:57:27,dining,DV-21608,TX,2023-05-28
TX-01241,AC-0505,AC-0503,4345.54,2026-03-09 22:45:41,services,DV-21129,TX,2025-12-21
TX-01242,AC-1174,MR-0206,79.75,2026-01-16 07:15:49,services,DV-22337,NV,2024-09-16
TX-01243,AC-1199,MR-0229,60.7,2026-02-16 10:21:01,services,DV-77821,TX,2024-03-27
TX-01244,AC-1192,MR-0027,13.57,2026-02-03 18:28:40,electronics,DV-54299,NV,2024-05-08
TX-01245,AC-0501,AC-0504,4849.03,2026-01-21 22:50:39,services,DV-83861,CO,2025-12-21
TX-01246,AC-1038,MR-0094,56.86,2026-01-13 12:59:19,retail,DV-33399,NV,2023-10-24
TX-01247,AC-1028,MR-0042,88.31,2026-01-25 16:22:25,fuel,DV-72845,NV,2024-08-19
TX-01248,AC-1103,MR-0208,31.41,2026-01-14 16:54:18,grocery,DV-10515,CO,2024-08-31
TX-01249,AC-1154,MR-0064,28.68,2026-01-17 21:42:29,dining,DV-67949,AZ,2024-01-25
TX-01250,AC-1067,MR-0123,100.93,2026-01-08 11:50:57,electronics,DV-95154,TX,2024-04-21
TX-01251,AC-0505,AC-0503,4594.5,2026-01-09 23:36:57,services,DV-21129,TX,2025-12-21
TX-01252,AC-1120,MR-0092,65.83,2026-03-01 16:23:56,electronics,DV-17447,NV,2024-04-01
TX-01253,AC-1241,MR-0055,7704.16,2026-03-11 07:48:38,services,DV-69477,WA,2023-01-24
TX-01254,AC-1011,MR-0105,126.46,2026-02-14 15:36:07,retail,DV-89316,WA,2024-06-03
TX-01255,AC-1054,MR-0074,17.96,2026-03-11 09:49:14,dining,DV-95964,TX,2023-04-10
TX-01256,AC-1029,MR-0158,138.65,2026-03-14 13:23:12,electronics,DV-95587,NV,2023-03-05
TX-01257,AC-1103,MR-0233,79.12,2026-02-28 11:54:38,grocery,DV-10515,CO,2024-08-31
TX-01258,AC-0500,AC-0503,4415.61,2026-01-25 23:33:34,services,DV-28351,CO,2025-12-28
TX-01259,AC-1135,MR-0150,137.16,2026-03-06 16:35:40,fuel,DV-89447,TX,2023-05-13
TX-01260,AC-1153,MR-0238,31.79,2026-03-29 07:17:18,retail,DV-61427,TX,2024-11-30
TX-01261,AC-1124,MR-0150,65.0,2026-03-26 14:31:04,travel,DV-15531,CO,2023-12-22
TX-01262,AC-1039,MR-0044,95.27,2026-01-21 10:29:58,dining,DV-66875,NV,2024-03-05
TX-01263,AC-1107,MR-0171,40.18,2026-02-26 17:04:31,dining,DV-72061,AZ,2023-03-12
TX-01264,AC-1157,MR-0208,109.58,2026-03-06 08:25:36,retail,DV-97969,CO,2023-03-26
TX-01265,AC-1199,MR-0153,57.73,2026-03-07 07:45:44,dining,DV-77821,TX,2024-03-27
TX-01266,AC-1194,MR-0146,60.02,2026-01-28 08:51:14,services,DV-70118,SG,2024-02-15
TX-01267,AC-1163,MR-0201,13.06,2026-02-09 13:01:04,grocery,DV-49685,NV,2023-01-13
TX-01268,AC-1254,MR-0227,104.02,2026-02-12 16:56:40,travel,DV-44327,WA,2023-09-25
TX-01269,AC-1091,MR-0136,102.53,2026-02-08 16:27:59,grocery,DV-77732,AZ,2023-06-05
TX-01270,AC-1248,MR-0141,108.64,2026-02-18 17:17:10,retail,DV-26937,OR,2023-01-28
TX-01271,AC-1208,MR-0011,80.09,2026-01-19 15:17:29,services,DV-44808,NV,2023-06-04
TX-01272,AC-1158,MR-0136,24.33,2026-04-01 15:12:24,services,DV-41541,CO,2023-06-30
TX-01273,AC-1030,MR-0061,69.57,2026-03-07 15:02:20,grocery,DV-55089,NV,2024-08-13
TX-01274,AC-1071,MR-0151,92.36,2026-02-01 13:21:53,fuel,DV-66860,WA,2023-11-03
TX-01275,AC-1168,MR-0173,102.67,2026-04-02 10:23:43,grocery,DV-57996,OR,2023-10-16
TX-01276,AC-1016,MR-0050,65.4,2026-03-17 15:54:47,dining,DV-20556,AZ,2024-03-04
TX-01277,AC-1056,MR-0052,43.46,2026-01-11 08:08:31,grocery,DV-90160,WA,2024-12-30
TX-01278,AC-1111,MR-0184,200.46,2026-04-04 12:14:03,electronics,DV-18094,CO,2024-12-14
TX-01279,AC-1268,MR-0150,88.71,2026-01-05 16:00:03,dining,DV-45457,OR,2023-09-03
TX-01280,AC-1153,MR-0157,5.31,2026-03-06 22:11:59,grocery,DV-61427,TX,2024-11-30
TX-01281,AC-1058,MR-0169,102.02,2026-02-05 16:02:09,services,DV-72174,OR,2024-07-31
TX-01282,AC-1039,MR-0181,143.01,2026-02-12 15:42:52,retail,DV-66875,SG,2024-03-05
TX-01283,AC-1258,MR-0067,135.04,2026-01-11 17:30:34,travel,DV-50893,AZ,2023-12-31
TX-01284,AC-1058,MR-0237,9.39,2026-01-16 07:37:24,dining,DV-72174,OR,2024-07-31
TX-01285,AC-1001,MR-0010,87.78,2026-03-16 18:12:55,electronics,DV-36203,OR,2023-06-04
TX-01286,AC-1235,MR-0067,6.12,2026-03-20 16:58:00,retail,DV-20976,TX,2023-12-17
TX-01287,AC-1070,MR-0087,70.48,2026-01-10 09:33:30,electronics,DV-28251,OR,2024-01-06
TX-01288,AC-1259,MR-0073,86.4,2026-01-17 14:09:07,electronics,DV-92401,AZ,2023-08-17
TX-01289,AC-1081,MR-0010,143.59,2026-01-19 13:24:56,fuel,DV-52728,WA,2023-12-18
TX-01290,AC-1176,MR-0132,78.12,2026-03-28 12:03:11,services,DV-73866,AZ,2023-11-23
TX-01291,AC-1031,MR-0167,174.64,2026-03-15 14:15:14,retail,DV-94296,WA,2024-08-22
TX-01292,AC-1104,MR-0219,85.99,2026-03-31 08:18:31,grocery,DV-29634,AZ,2024-05-23
TX-01293,AC-1034,MR-0064,63.21,2026-03-30 10:06:01,grocery,DV-25716,TX,2023-08-15
